tss,left_coordinate,right_coordinate,mean_log2fc,tf_name,tfbs_left_coordinate,tfbs_right_coordinate,tf_effect,tf_concordance
TSS_654_regulondb,157031,-,157041,157055,2.475398862,NA,NA,NA,NA,NA
TSS_654_regulondb,157031,-,157066,157091,1.968366368,NA,NA,NA,NA,NA
TSS_669_regulondb,160641,-,160651,160661,1.748368932,NA,NA,NA,NA,NA
TSS_669_regulondb,160641,-,160696,160706,1.343273134,NA,NA,NA,NA,NA
TSS_685_storz,164015,+,163955,163965,1.712984788,NA,NA,NA,NA,NA
TSS_692_wanner,167427,+,167377,167387,1.304868483,NA,NA,NA,NA,NA
TSS_692_wanner,167427,+,167412,167437,1.647135898,Fur,167430,167448,-,TRUE
TSS_692_wanner,167427,+,167447,167457,0.8827831041,NA,NA,NA,NA,NA
TSS_779_regulondb,189471,-,189536,189546,5.211322334,NA,NA,NA,NA,NA
TSS_782_storz_regulondb,189553,-,189563,189573,1.470223378,NA,NA,NA,NA,NA
TSS_780_regulondb,189532,-,189587,189603,2.032340721,NA,NA,NA,NA,NA
TSS_866_storz,201715,+,201690,201700,1.749860884,NA,NA,NA,NA,NA
TSS_871_regulondb,202110,+,202030,202040,2.534180816,NA,NA,NA,NA,NA
TSS_871_regulondb,202110,+,202065,202075,2.783093677,NA,NA,NA,NA,NA
TSS_871_regulondb,202110,+,202105,202115,3.621494181,NA,NA,NA,NA,NA
TSS_895_storz_regulondb,208326,+,208266,208276,2.362298568,NA,NA,NA,NA,NA
TSS_896_regulondb,208411,+,208386,208396,1.220866582,NA,NA,NA,NA,NA
TSS_900_regulondb,209273,+,209263,209273,1.152979275,NA,NA,NA,NA,NA
TSS_919_regulondb,214163,-,214168,214187,2.392821778,NA,NA,NA,NA,NA
TSS_942_regulondb,218831,-,218856,218866,1.943094982,NA,NA,NA,NA,NA
TSS_946_storz_regulondb,220022,-,220002,220017,2.667131021,NA,NA,NA,NA,NA
TSS_965_wanner,222713,-,222728,222743,2.172201557,MetJ,222724,222739,-,TRUE
TSS_965_wanner,222713,-,222728,222743,2.172201557,MetJ,222732,222747,-,TRUE
TSS_972_regulondb,223656,+,223591,223601,0.7883739485,NA,NA,NA,NA,NA
TSS_1019_storz_regulondb,233980,-,233965,233980,0.9968706169,NA,NA,NA,NA,NA
TSS_1043_storz,238115,-,238105,238115,1.218993649,NA,NA,NA,NA,NA
TSS_1061_storz_regulondb,243512,+,243477,243487,3.216139836,NA,NA,NA,NA,NA
TSS_1088_regulondb,250880,+,250830,250840,1.72537829,NA,NA,NA,NA,NA
TSS_1088_regulondb,250880,+,250875,250890,1.909232865,LexA,250864,250883,-,TRUE
TSS_1091_storz_regulondb,251969,+,251924,251934,3.913582522,NA,NA,NA,NA,NA
TSS_1091_storz_regulondb,251969,+,251984,251994,1.159231361,NA,NA,NA,NA,NA
TSS_1103_regulondb,255914,+,255864,255874,1.132510596,NA,NA,NA,NA,NA
TSS_1103_regulondb,255914,+,255894,255904,2.037789869,NA,NA,NA,NA,NA
TSS_1112_storz_regulondb,257810,+,257765,257775,3.924789287,NA,NA,NA,NA,NA
TSS_1112_storz_regulondb,257810,+,257825,257835,4.525833979,NA,NA,NA,NA,NA
TSS_1117_regulondb,259440,+,259410,259430,1.613804251,PhoB,259405,259423,+,FALSE
TSS_1126_wanner,262061,+,262061,262071,0.7293597742,NA,NA,NA,NA,NA
TSS_1126_wanner,262061,+,262081,262091,0.7353032448,NA,NA,NA,NA,NA
TSS_1128_storz,262242,-,262257,262267,1.841732864,NA,NA,NA,NA,NA
TSS_1175_regulondb,274509,+,274489,274499,2.140330997,NA,NA,NA,NA,NA
TSS_1175_regulondb,274509,+,274509,274539,1.548817069,NA,NA,NA,NA,NA
TSS_1188_regulondb,279115,-,279140,279150,4.252297077,NA,NA,NA,NA,NA
TSS_1199_storz,281443,+,281398,281408,1.499028873,NA,NA,NA,NA,NA
TSS_1200_regulondb,281476,+,281436,281446,1.827702662,NA,NA,NA,NA,NA
TSS_1214_storz_wanner_regulondb,289564,-,289549,289569,2.313734204,ArgR,289557,289574,-,TRUE
TSS_1214_storz_wanner_regulondb,289564,-,289579,289594,4.389508858,ArgR,289578,289595,-,TRUE
TSS_1221_storz,290588,-,290608,290623,1.631154567,NA,NA,NA,NA,NA
TSS_1234_storz,292170,-,292160,292170,1.194387165,NA,NA,NA,NA,NA
TSS_1239_storz,293130,+,293075,293085,1.5095697,NA,NA,NA,NA,NA
TSS_1239_storz,293130,+,293105,293115,3.112410587,NA,NA,NA,NA,NA
TSS_1239_storz,293130,+,293130,293140,3.090116124,NA,NA,NA,NA,NA
TSS_1240_storz,293211,+,293166,293176,5.06740632,NA,NA,NA,NA,NA
TSS_1247_storz_wanner_regulondb,294844,-,294849,294859,2.524020891,NA,NA,NA,NA,NA
TSS_1247_storz_wanner_regulondb,294844,-,294884,294920,2.302186185,NA,NA,NA,NA,NA
TSS_1247_storz_wanner_regulondb,294844,-,294924,294934,0.8850003999,NA,NA,NA,NA,NA
TSS_1259_storz,296438,+,296348,296368,2.04243777,NA,NA,NA,NA,NA
TSS_1275_regulondb,302181,+,302151,302161,2.403559271,NA,NA,NA,NA,NA
TSS_1308_storz,310615,-,310615,310625,1.855511628,NA,NA,NA,NA,NA
TSS_1323_storz_wanner_regulondb,312509,-,312509,312519,4.488165065,NA,NA,NA,NA,NA
TSS_1323_storz_wanner_regulondb,312509,-,312589,312599,3.942137137,NA,NA,NA,NA,NA
TSS_1326_storz,313045,+,313000,313020,1.972304559,NA,NA,NA,NA,NA
TSS_1331_storz,315985,+,315960,315970,2.354848799,NA,NA,NA,NA,NA
TSS_1334_storz,317427,+,317417,317427,5.04794333,NA,NA,NA,NA,NA
TSS_1339_regulondb,317749,-,317764,317774,0.9972637917,NA,NA,NA,NA,NA
TSS_1339_regulondb,317749,-,317849,317859,1.323286845,NA,NA,NA,NA,NA
TSS_1340_storz,318001,-,317996,318006,1.640413685,NA,NA,NA,NA,NA
TSS_1340_storz,318001,-,318021,318031,1.463838355,NA,NA,NA,NA,NA
TSS_1348_regulondb,319417,+,319322,319332,4.365285905,NA,NA,NA,NA,NA
TSS_1348_regulondb,319417,+,319342,319352,1.98463315,NA,NA,NA,NA,NA
TSS_1353_regulondb,320705,+,320701,320721,3.204754916,NA,NA,NA,NA,NA
TSS_1364_storz,324099,+,324054,324079,1.822432688,NA,NA,NA,NA,NA
TSS_1365_storz,324504,-,324489,324499,1.686577328,NA,NA,NA,NA,NA
TSS_1366_storz,324551,+,324511,324531,1.816610646,NA,NA,NA,NA,NA
TSS_1365_storz,324504,-,324529,324544,1.705585134,NA,NA,NA,NA,NA
TSS_1365_storz,324504,-,324614,324624,3.725481357,NA,NA,NA,NA,NA
TSS_1408_storz,343226,-,343241,343261,2.025228411,NA,NA,NA,NA,NA
TSS_1408_storz,343226,-,343271,343281,3.433015899,NA,NA,NA,NA,NA
TSS_1410_storz,343717,+,343667,343677,1.017964187,NA,NA,NA,NA,NA
TSS_1414_storz_regulondb,344476,+,344470,344496,2.093439334,NA,NA,NA,NA,NA
TSS_1436_storz_regulondb,354108,+,354063,354073,1.627411274,PurR,354064,354079,-,TRUE
TSS_1436_storz_regulondb,354108,+,354103,354113,2.671687709,NA,NA,NA,NA,NA
TSS_1459_storz_regulondb,365567,-,365542,365572,2.977652667,H-NS,365537,365551,-,TRUE
TSS_1459_storz_regulondb,365567,-,365542,365572,2.977652667,CRP,365546,365567,+,FALSE
TSS_1459_storz_regulondb,365567,-,365542,365572,2.977652667,CRP,365546,365567,-,TRUE
TSS_1459_storz_regulondb,365567,-,365542,365572,2.977652667,LacI,365547,365567,-,TRUE
TSS_1459_storz_regulondb,365567,-,365542,365572,2.977652667,H-NS,365555,365569,-,TRUE
TSS_1459_storz_regulondb,365567,-,365542,365572,2.977652667,H-NS,365565,365579,-,TRUE
TSS_1493_storz,379124,-,379129,379149,2.884885329,NA,NA,NA,NA,NA
TSS_1493_storz,379124,-,379169,379189,2.108725005,NA,NA,NA,NA,NA
TSS_1541_storz,391024,-,391049,391059,1.261234768,NA,NA,NA,NA,NA
TSS_1584_storz_regulondb,400587,+,400532,400542,1.404975332,NA,NA,NA,NA,NA
TSS_1584_storz_regulondb,400587,+,400582,400602,1.464395272,NA,NA,NA,NA,NA
TSS_1599_storz_regulondb,405500,+,405440,405450,1.236256193,NA,NA,NA,NA,NA
TSS_1599_storz_regulondb,405500,+,405475,405485,0.9893844502,NA,NA,NA,NA,NA
TSS_1650_storz_regulondb,418643,+,418618,418628,1.839799481,NA,NA,NA,NA,NA
TSS_1651_regulondb,418712,+,418702,418717,1.458247814,NA,NA,NA,NA,NA
TSS_1675_storz_regulondb,424209,+,424154,424164,1.01766552,Fis,424144,424158,+,FALSE
TSS_1713_storz_wanner_regulondb,431315,-,431330,431340,2.013033811,CytR,431334,431359,-,TRUE
TSS_1714_wanner,431408,-,431383,431393,1.089632519,CytR,431374,431393,-,TRUE
TSS_1714_wanner,431408,-,431383,431393,1.089632519,CRP,431378,431399,+-,TRUE
TSS_1718_storz_regulondb,432199,+,432149,432159,1.437048364,NA,NA,NA,NA,NA
TSS_1735_storz,437386,+,437346,437356,2.776918101,NA,NA,NA,NA,NA
TSS_1785_wanner,450876,-,450896,450906,1.869363208,NA,NA,NA,NA,NA
TSS_1801_storz_regulondb,454217,+,454127,454137,0.7684661323,NA,NA,NA,NA,NA
TSS_1801_storz_regulondb,454217,+,454187,454202,1.034146238,NA,NA,NA,NA,NA
TSS_1809_regulondb,455867,+,455767,455777,1.812476491,NA,NA,NA,NA,NA
TSS_1824_regulondb,458027,+,458022,458032,4.060194272,NA,NA,NA,NA,NA
TSS_1833_storz_wanner_regulondb,460556,+,460525,460540,2.971648058,NA,NA,NA,NA,NA
TSS_1839_regulondb,461043,+,461008,461018,0.9941215506,NA,NA,NA,NA,NA
TSS_1904_wanner,479167,-,479237,479247,0.7221445051,NA,NA,NA,NA,NA
TSS_1910_wanner,479724,-,479744,479754,1.427370331,NA,NA,NA,NA,NA
TSS_1914_storz_wanner,480104,-,480074,480094,0.8988872539,NA,NA,NA,NA,NA
TSS_1941_storz,485713,+,485678,485688,2.950353092,NA,NA,NA,NA,NA
TSS_1960_storz,490530,+,490530,490545,1.968925834,NA,NA,NA,NA,NA
TSS_1984_regulondb,497255,+,497215,497225,4.869652048,OxyR,497214,497230,+,FALSE
TSS_1997_storz,500461,-,500476,500491,2.511981516,NA,NA,NA,NA,NA
TSS_2036_regulondb,515047,-,515052,515062,1.808166387,NA,NA,NA,NA,NA
TSS_2065_storz,526492,+,526382,526402,1.148834501,NA,NA,NA,NA,NA
TSS_2067_storz,527510,-,527550,527560,1.624386939,NA,NA,NA,NA,NA
TSS_2069_storz,528236,-,528211,528221,0.8910160524,NA,NA,NA,NA,NA
TSS_2069_storz,528236,-,528226,528236,1.799216624,NA,NA,NA,NA,NA
TSS_2138_wanner,557003,-,556988,556998,1.620289557,NA,NA,NA,NA,NA
TSS_2138_wanner,557003,-,557038,557048,2.024860467,NA,NA,NA,NA,NA
TSS_2144_storz,559003,-,559023,559033,2.691124448,NA,NA,NA,NA,NA
TSS_2146_storz,559757,+,559722,559732,1.169518544,NA,NA,NA,NA,NA
TSS_2159_storz,563921,+,563896,563906,1.197962616,NA,NA,NA,NA,NA
TSS_2171_storz,567514,+,567509,567519,2.768787702,NA,NA,NA,NA,NA
TSS_2176_storz,568278,+,568223,568233,4.229041343,NA,NA,NA,NA,NA
TSS_2177_storz,568494,+,568449,568459,1.185671639,NA,NA,NA,NA,NA
TSS_2178_storz,570029,+,569909,569919,2.008450411,NA,NA,NA,NA,NA
TSS_2178_storz,570029,+,569934,569954,3.420031788,NA,NA,NA,NA,NA
TSS_2178_storz,570029,+,569959,569999,2.843166173,NA,NA,NA,NA,NA
TSS_2178_storz,570029,+,570039,570049,1.964108306,NA,NA,NA,NA,NA
TSS_2180_storz,570527,-,570502,570512,0.8530954332,NA,NA,NA,NA,NA
TSS_2182_storz,570642,-,570652,570662,2.1844613,NA,NA,NA,NA,NA
TSS_2183_storz,570856,+,570866,570886,1.911794559,NA,NA,NA,NA,NA
TSS_2186_storz,571426,-,571506,571516,1.133950695,NA,NA,NA,NA,NA
TSS_2203_storz_wanner_regulondb,576093,-,576103,576123,2.026718084,CRP,576114,576135,+,FALSE
TSS_2205_storz,576452,+,576422,576432,1.134849553,NA,NA,NA,NA,NA
TSS_2205_storz,576452,+,576437,576447,1.043230394,NA,NA,NA,NA,NA
TSS_2215_storz,578931,+,578921,578931,3.407498122,NA,NA,NA,NA,NA
TSS_2227_wanner,581992,-,582039,582054,1.640223056,NA,NA,NA,NA,NA
TSS_2243_storz,584967,+,584912,584922,1.92055678,NA,NA,NA,NA,NA
TSS_2267_storz,592436,-,592431,592441,1.431664015,NA,NA,NA,NA,NA
TSS_2315_storz_regulondb,601152,+,601097,601107,1.301264127,NA,NA,NA,NA,NA
TSS_2315_storz_regulondb,601152,+,601122,601132,2.474130662,NA,NA,NA,NA,NA
TSS_2359_wanner,611861,-,611875,611895,3.092808152,Fur,611873,611891,-,TRUE
TSS_2359_wanner,611861,-,611875,611895,3.092808152,Fur,611880,611898,-,TRUE
TSS_2359_wanner,611861,-,611875,611895,3.092808152,Fur,611886,611904,-,TRUE
TSS_2359_wanner,611861,-,611875,611895,3.092808152,Fur,611892,611910,-,TRUE
TSS_2359_wanner,611861,-,611896,611906,3.389416162,Fur,611880,611898,-,TRUE
TSS_2359_wanner,611861,-,611896,611906,3.389416162,Fur,611886,611904,-,TRUE
TSS_2359_wanner,611861,-,611896,611906,3.389416162,Fur,611892,611910,-,TRUE
TSS_2359_wanner,611861,-,611896,611906,3.389416162,Fur,611899,611917,-,TRUE
TSS_2359_wanner,611861,-,611896,611906,3.389416162,H-NS,611902,611916,+,FALSE
TSS_2370_storz,617434,+,617334,617344,2.000257994,NA,NA,NA,NA,NA
TSS_2370_storz,617434,+,617349,617359,1.655358999,NA,NA,NA,NA,NA
TSS_2370_storz,617434,+,617404,617414,2.599108347,NA,NA,NA,NA,NA
TSS_2376_storz_regulondb,621476,+,621421,621441,2.078998919,Fur,621422,621440,-,TRUE
TSS_2376_storz_regulondb,621476,+,621421,621441,2.078998919,Fur,621422,621440,+-,TRUE
TSS_2376_storz_regulondb,621476,+,621421,621441,2.078998919,Fur,621428,621446,-,TRUE
TSS_2376_storz_regulondb,621476,+,621421,621441,2.078998919,Fur,621428,621446,+-,TRUE
TSS_2376_storz_regulondb,621476,+,621421,621441,2.078998919,Fur,621434,621452,-,TRUE
TSS_2376_storz_regulondb,621476,+,621421,621441,2.078998919,Fur,621434,621452,+-,TRUE
TSS_2376_storz_regulondb,621476,+,621446,621456,1.744665302,Fur,621434,621452,-,TRUE
TSS_2376_storz_regulondb,621476,+,621446,621456,1.744665302,Fur,621434,621452,+-,TRUE
TSS_2376_storz_regulondb,621476,+,621446,621456,1.744665302,Fur,621440,621458,-,TRUE
TSS_2376_storz_regulondb,621476,+,621446,621456,1.744665302,Fur,621440,621458,+-,TRUE
TSS_2374_regulondb,621415,-,621480,621500,2.88528651,NA,NA,NA,NA,NA
TSS_2385_storz_regulondb,624054,+,624039,624049,2.887945882,NA,NA,NA,NA,NA
TSS_2385_storz_regulondb,624054,+,624054,624084,2.109439374,Fur,624057,624075,-,TRUE
TSS_2385_storz_regulondb,624054,+,624054,624084,2.109439374,Fur,624060,624078,-,TRUE
TSS_2385_storz_regulondb,624054,+,624054,624084,2.109439374,Fur,624063,624081,-,TRUE
TSS_2385_storz_regulondb,624054,+,624054,624084,2.109439374,Fur,624069,624087,-,TRUE
TSS_2385_storz_regulondb,624054,+,624054,624084,2.109439374,Fur,624075,624093,-,TRUE
TSS_2406_storz_regulondb,632780,+,632720,632755,2.639980239,NA,NA,NA,NA,NA
TSS_2405_regulondb,632740,-,632725,632745,2.403641883,NA,NA,NA,NA,NA
TSS_2462_storz,643276,-,643291,643301,1.722323392,NA,NA,NA,NA,NA
TSS_2462_storz,643276,-,643361,643371,1.301098631,NA,NA,NA,NA,NA
TSS_2506_regulondb,655749,+,655639,655649,1.07565673,ArcA,655639,655653,+,FALSE
TSS_2506_regulondb,655749,+,655714,655724,1.180320224,PhoP,655709,655725,+,FALSE
TSS_2512_regulondb,656524,+,656514,656524,0.7448008328,NA,NA,NA,NA,NA
TSS_2523_regulondb,658094,+,658064,658079,1.638300693,NA,NA,NA,NA,NA
TSS_2536_storz,660659,+,660629,660644,1.982685629,NA,NA,NA,NA,NA
TSS_2536_storz,660659,+,660654,660664,1.508261672,NA,NA,NA,NA,NA
TSS_2538_regulondb,660733,-,660753,660763,1.038372152,NA,NA,NA,NA,NA
TSS_2537_regulondb,660683,-,660778,660790,1.801351627,NA,NA,NA,NA,NA
TSS_2538_regulondb,660733,-,660808,660818,1.274546576,NA,NA,NA,NA,NA
TSS_2544_regulondb,661927,-,661967,661987,2.382727773,NA,NA,NA,NA,NA
TSS_2547_regulondb,663190,-,663195,663205,1.18359104,NA,NA,NA,NA,NA
TSS_2548_storz_regulondb,663224,-,663244,663254,1.767996351,NA,NA,NA,NA,NA
TSS_2608_regulondb,675860,+,675815,675825,4.131712746,NA,NA,NA,NA,NA
TSS_2615_storz,678163,-,678163,678173,2.994560228,NA,NA,NA,NA,NA
TSS_2615_storz,678163,-,678183,678193,1.611780228,NA,NA,NA,NA,NA
TSS_2619_regulondb,678685,+,678660,678670,2.429415078,NA,NA,NA,NA,NA
TSS_2646_storz,688263,-,688268,688278,1.571517998,NA,NA,NA,NA,NA
TSS_2655_regulondb,691100,-,691120,691130,3.075998128,NA,NA,NA,NA,NA
TSS_2669_wanner_regulondb,694214,-,694234,694244,2.120339118,NA,NA,NA,NA,NA
TSS_2669_wanner_regulondb,694214,-,694256,694269,1.650153301,NA,NA,NA,NA,NA
TSS_2716_regulondb,702854,-,702919,702934,1.622273904,NagC,702927,702949,-,TRUE
TSS_2716_regulondb,702854,-,702944,702954,1.096470115,NagC,702927,702949,-,TRUE
TSS_2718_regulondb,702878,-,702973,702983,0.9250030134,NA,NA,NA,NA,NA
TSS_2719_wanner,702928,-,703013,703043,1.418296858,NagC,703021,703043,-,TRUE
TSS_2719_wanner,702928,-,703013,703043,1.418296858,CRP,703025,703046,+-,TRUE
TSS_2720_regulondb,703051,+,703016,703026,2.013840395,NagC,703021,703043,-,TRUE
TSS_2720_regulondb,703051,+,703031,703046,0.9641571904,NagC,703021,703043,-,TRUE
TSS_2720_regulondb,703051,+,703031,703046,0.9641571904,CRP,703025,703046,+-,TRUE
TSS_2739_storz_regulondb,707459,+,707429,707449,1.069833198,NagC,707426,707448,-,TRUE
TSS_2760_storz,712067,+,712034,712049,3.132298263,NA,NA,NA,NA,NA
TSS_2763_regulondb,712139,+,712144,712154,2.073437676,NA,NA,NA,NA,NA
TSS_2820_storz,734924,+,734869,734889,2.018284316,NA,NA,NA,NA,NA
TSS_2820_storz,734924,+,734924,734934,2.331974043,NA,NA,NA,NA,NA
TSS_2841_wanner,741891,-,741921,741931,1.5026793,NA,NA,NA,NA,NA
TSS_2890_regulondb,753893,-,753903,753913,4.485193498,NA,NA,NA,NA,NA
TSS_2892_regulondb,753990,-,754055,754065,0.9871026959,IHF,754054,754066,+,FALSE
TSS_2953_regulondb,770525,+,770475,770485,3.201792594,Cra,770477,770494,+,FALSE
TSS_2954_regulondb,770591,+,770551,770566,2.778933156,NA,NA,NA,NA,NA
TSS_2954_regulondb,770591,+,770576,770586,1.801765661,NA,NA,NA,NA,NA
TSS_2989_regulondb,776992,+,776897,776907,2.051101251,NA,NA,NA,NA,NA
TSS_2989_regulondb,776992,+,776917,776927,0.6936698034,NA,NA,NA,NA,NA
TSS_3064_storz_regulondb,791304,-,791329,791339,2.10192751,H-NS,791333,791347,-,TRUE
TSS_3064_storz_regulondb,791304,-,791329,791339,2.10192751,CRP,791335,791356,+,FALSE
TSS_3064_storz_regulondb,791304,-,791329,791339,2.10192751,CRP,791335,791356,-,TRUE
TSS_3077_storz_regulondb,793974,+,793934,793944,1.182170721,MarA,793924,793943,+,FALSE
TSS_3077_storz_regulondb,793974,+,793934,793944,1.182170721,Rob,793924,793943,+,FALSE
TSS_3077_storz_regulondb,793974,+,793934,793944,1.182170721,SoxS,793924,793943,+,FALSE
TSS_3077_storz_regulondb,793974,+,793949,793959,2.811331966,NA,NA,NA,NA,NA
TSS_3079_storz_regulondb,794285,+,794265,794275,1.876667397,ModE,794269,794292,-,TRUE
TSS_3079_storz_regulondb,794285,+,794285,794295,3.036594836,ModE,794269,794292,-,TRUE
TSS_3102_storz,801101,-,801141,801151,1.420323926,NA,NA,NA,NA,NA
TSS_3136_storz_regulondb,812685,+,812651,812675,2.332192104,LexA,812655,812674,-,TRUE
TSS_3146_regulondb,815915,-,815930,815940,1.360209311,NA,NA,NA,NA,NA
TSS_3167_storz,820435,+,820410,820420,1.413246213,NA,NA,NA,NA,NA
TSS_3189_regulondb,830006,+,829961,829971,1.555024752,NA,NA,NA,NA,NA
TSS_3279_regulondb,852358,+,852263,852273,1.103425273,NA,NA,NA,NA,NA
TSS_3279_regulondb,852358,+,852313,852323,2.682291375,MntR,852296,852317,-,TRUE
TSS_3286_regulondb,855009,-,854999,855009,1.832394814,NA,NA,NA,NA,NA
TSS_3289_storz,855133,+,855152,855163,1.561116056,NA,NA,NA,NA,NA
TSS_3296_regulondb,858323,-,858293,858318,2.671125014,NA,NA,NA,NA,NA
TSS_3296_regulondb,858323,-,858363,858373,1.47326478,NA,NA,NA,NA,NA
TSS_3315_storz,865719,+,865694,865704,1.853048774,NA,NA,NA,NA,NA
TSS_3370_storz_regulondb,881986,-,882006,882016,1.478150751,NA,NA,NA,NA,NA
TSS_3375_storz_regulondb,882872,+,882772,882782,2.233462126,NA,NA,NA,NA,NA
TSS_3386_storz,886624,+,886569,886584,2.486610816,NA,NA,NA,NA,NA
TSS_3386_storz,886624,+,886594,886604,1.180969839,NA,NA,NA,NA,NA
TSS_3386_storz,886624,+,886619,886629,1.684953049,NA,NA,NA,NA,NA
TSS_3399_regulondb,889163,+,889058,889071,2.963430968,NA,NA,NA,NA,NA
TSS_3398_regulondb,889161,-,889181,889191,4.530215728,NA,NA,NA,NA,NA
TSS_3400_regulondb,889164,-,889240,889254,1.967464565,NA,NA,NA,NA,NA
TSS_3418_storz_regulondb,892149,+,892099,892119,3.030733682,NA,NA,NA,NA,NA
TSS_3437_regulondb,899828,-,899868,899878,3.906707667,ArgR,899868,899885,-,TRUE
TSS_3437_regulondb,899828,-,899888,899898,2.435055457,ArgR,899889,899906,-,TRUE
TSS_3452_regulondb,902992,-,903007,903047,2.528778775,ArgR,903013,903030,-,TRUE
TSS_3452_regulondb,902992,-,903007,903047,2.528778775,ArgR,903034,903051,-,TRUE
TSS_3458_regulondb,903745,+,903765,903775,1.60980354,NA,NA,NA,NA,NA
TSS_3490_storz,914524,-,914539,914549,1.11037383,NA,NA,NA,NA,NA
TSS_3496_storz,915523,+,915473,915483,4.288076552,NA,NA,NA,NA,NA
TSS_3516_storz_regulondb,921583,+,921558,921568,2.568357975,NA,NA,NA,NA,NA
TSS_3519_storz_regulondb,921899,-,921869,921909,1.981563079,NA,NA,NA,NA,NA
TSS_3550_storz_wanner,925907,-,925942,925952,2.659283325,NA,NA,NA,NA,NA
TSS_3565_regulondb,930254,-,930239,930249,1.932316078,NA,NA,NA,NA,NA
TSS_3578_storz_regulondb,932358,+,932353,932374,1.339464314,LexA,932351,932370,-,TRUE
TSS_3626_regulondb,945062,+,945010,945027,1.658136114,NA,NA,NA,NA,NA
TSS_3626_regulondb,945062,+,945037,945047,3.697574496,NA,NA,NA,NA,NA
TSS_3626_regulondb,945062,+,945057,945077,1.357150542,NA,NA,NA,NA,NA
TSS_3693_storz,953983,-,953988,954013,3.385141237,NarL,953978,953993,-,TRUE
